,brewery_id,name,city,state,beer_count,rating
215,215,Texian Brewing Co.,Richmond, TX,4,4.1
216,216,Orpheus Brewing,Atlanta, GA,2,4.5
217,217,Forgotten Boardwalk,Cherry Hill, NJ,2,4.7
218,218,Laughing Dog Brewing Company,Ponderay, ID,3,4.8
219,219,Bozeman Brewing Company,Bozeman, MT,5,4.7
220,220,Big Choice Brewing,Broomfield, CO,4,4.6
221,221,Big Storm Brewing Company,Odessa, FL,2,4.6
222,222,Carton Brewing Company,Atlantic Highlands, NJ,4,4.8
223,223,Midnight Sun Brewing Company,Anchorage, AK,5,4.6
224,224,Fat Head's Brewery,Middleburg Heights, OH,2,4.6
225,225,Refuge Brewery,Temecula, CA,1,4.8
226,226,Chatham Brewing,Chatham, NY,2,4.6
227,227,DC Brau Brewing Company,Washington, DC,8,4.6
228,228,Geneva Lake Brewing Company,Lake Geneva, WI,3,4.7
229,229,Rochester Mills Brewing Company,Rochester, MI,7,4.3
230,230,Cape Ann Brewing Company,Gloucester, MA,5,4.3
231,231,Borderlands Brewing Company,Tucson, AZ,1,4.6
232,232,College Street Brewhouse and Pub,Lake Havasu City, AZ,1,4.6
233,233,Joseph James Brewing Company,Henderson, NV,4,NaN
234,234,Harpoon Brewery,Boston, MA,12,4.6
235,235,Back East Brewing Company,Bloomfield, CT,5,4.8
236,236,Champion Brewing Company,Charlottesville, VA,4,4.6
237,237,Devil's Backbone Brewing Company,Lexington, VA,2,4.6
238,238,Newburgh Brewing Company,Newburgh, NY,1,4.6
239,239,Wiseacre Brewing Company,Memphis, TN,3,4.6
240,240,Golden Road Brewing,Los Angeles, CA,15,4.5
241,241,New Republic Brewing Company,College Station, TX,3,4.6
242,242,Infamous Brewing Company,Austin, TX,2,4.7
243,243,Two Henrys Brewing Company,Plant City, FL,1,4.3
244,244,Lift Bridge Brewing Company,Stillwater, MN,2,4.7
245,245,Lucky Town Brewing Company,Jackson, MS,2,4.6
246,246,Quest Brewing Company,Greenville, SC,2,4.7
247,247,Creature Comforts,Athens, GA,2,4.6
248,248,Half Full Brewery,Stamford, CT,2,4.6
249,249,Southampton Publick House,Southampton, NY,1,4.1
250,250,Chapman's Brewing,Angola, IN,4,4.3
251,251,Barrio Brewing Company,Tucson, AZ,2,4.5
252,252,Santa Cruz Mountain Brewing,Santa Cruz, CA,3,4.6
253,253,Frankenmuth Brewery,Frankenmuth, MI,3,4.1
254,254,Meckley's Cidery,Somerset Center, MI,3,4.5
255,255,Stillwater Artisanal Ales,Baltimore, MD,3,NaN
256,256,Finch's Beer Company,Chicago, IL,10,4.3
257,257,South Austin Brewery,South Austin, TX,4,4.8
258,258,Bauhaus Brew Labs,Minneapolis, MN,4,4.5
259,259,Ozark Beer Company,Rogers, AR,1,4.7
260,260,Mountain Town Brewing Company ,Mount Pleasant, MI,1,4.4
261,261,Otter Creek Brewing,Waterbury, VT,1,4.5
262,262,The Brewer's Art,Baltimore, MD,3,4.6
263,263,Denver Beer Company,Denver, CO,2,4.5
264,264,Ska Brewing Company,Durango, CO,12,4.6
265,265,Tractor Brewing Company,Albuquerque, NM,3,NaN
266,266,Peak Organic Brewing Company,Portland, ME,2,NaN
267,267,Cape Cod Beer,Hyannis, MA,2,4.6
268,268,Long Trail Brewing Company,Bridgewater Corners, VT,5,4.6
269,269,Great Raft Brewing Company,Shreveport, LA,2,4.7
270,270,Alaskan Brewing Company,Juneau, AK,2,4.5
271,271,Notch Brewing Company,Ipswich, MA,2,4.6
272,272,The Alchemist,Waterbury, VT,6,0
273,273,Three Notch'd Brewing Company,Charlottesville, VA,2,4.4
274,274,Portside Brewery,Cleveland, OH,1,4.3
275,275,Otter Creek Brewing,Middlebury, VT,1,4.5
276,276,Montauk Brewing Company,Montauk, NY,2,4.7
277,277,Indeed Brewing Company,Minneapolis, MN,6,4.5
278,278,Berkshire Brewing Company,South Deerfield, MA,2,4.7
279,279,Foolproof Brewing Company,Pawtucket, RI,4,4.5
280,280,Headlands Brewing Company,Mill Valley, CA,3,NaN
281,281,Bolero Snort Brewery,Ridgefield Park, NJ,2,4.7
282,282,Thunderhead Brewing Company,Kearney, NE,4,4.7
283,283,Defiance Brewing Company,Hays, KS,2,4.6
284,284,Milwaukee Brewing Company,Milwaukee, WI,7,4.6
285,285,Catawba Island Brewing,Port Clinton, OH,2,4.6
286,286,Back Forty Beer Company,Gadsden, AL,2,4.7
287,287,Four Corners Brewing Company,Dallas, TX,3,4.6
288,288,Saint Archer Brewery,San Diego, CA,4,4.2
289,289,Rogue Ales,Newport, OR,1,4.6
290,290,Hale's Ales,Seattle, WA,2,4.4
291,291,Tommyknocker Brewery,Idaho Springs, CO,2,4.4
292,292,Baxter Brewing Company,Lewiston, ME,9,4.5
293,293,Northampton Brewery,Northamtpon, MA,1,4.4
294,294,Black Shirt Brewing Company,Denver, CO,4,4.7
295,295,Wachusett Brewing Company,Westminster, MA,11,4.7
296,296,Widmer Brothers Brewing Company,Portland, OR,3,4
297,297,Hop Farm Brewing Company,Pittsburgh, PA,3,4.6
298,298,Liquid Hero Brewery,York, PA,4,4.8
299,299,Matt Brewing Company,Utica, NY,13,4.6
300,300,Boston Beer Company,Boston, MA,9,4
301,301,Old Forge Brewing Company,Danville, PA,10,4.5
302,302,Utah Brewers Cooperative,Salt Lake City, UT,8,0
303,303,Magic Hat Brewing Company,South Burlington, VT,3,4.5
304,304,Blue Hills Brewery,Canton, MA,1,4.2
305,305,Night Shift Brewing,Everett, MA,1,4.3
306,306,Beach Brewing Company,Virginia Beach, VA,1,4.8
307,307,Payette Brewing Company,Garden City, ID,5,4.5
308,308,Brew Bus Brewing,Tampa, FL,4,4.4
309,309,Sockeye Brewing Company,Boise, ID,17,4.5
310,310,Pine Street Brewery,San Francisco, CA,2,4.5
311,311,Dirty Bucket Brewing Company,Woodinville, WA,1,4.4
312,312,Jackalope Brewing Company,Nashville, TN,1,4.5
313,313,Slanted Rock Brewing Company,Meridian, ID,2,4.5
314,314,Piney River Brewing Company,Bucryus, MO,8,4.8
315,315,Cutters Brewing Company,Avon, IN,4,4.5
316,316,Iron Hill Brewery & Restaurant,Wilmington, DE,1,4.7
317,317,Marshall Wharf Brewing Company,Belfast, ME,5,4.6
318,318,Banner Beer Company,Williamsburg, MA,3,4.7
319,319,Dick's Brewing Company,Centralia, WA,1,4.5
320,320,Claremont Craft Ales,Claremont, CA,1,4.7
321,321,Rivertown Brewing Company,Lockland, OH,2,4.4
